,Metric,Value,Additional Info
0,Total Trades,3.0,3 executed trades
1,Profitable Trades,0.0,0.0% of total trades
2,Losing Trades,3.0,100.0% of total trades
3,Total Profit,-0.020000000000010232,$-0.02
4,Maximum Investment,329.28000000000003,$329.28
5,Average Maximum Investment,329.28000000000003,$329.28
6,Return on Investment (ROI),-0.0060738581146775475,-0.01% (based on avg max investment)
7,Average Profit per Trade,-0.0066666666666700776,$-0.01
8,Average Winning Trade,0.0,$0.00
9,Average Losing Trade,-0.0066666666666700776,$-0.01
10,Profit Factor,0.0,0.00x return ratio
11,Stop Loss Hit Rate,0.0,0.0% of total trades
