timestamp,close
2025-01-25 08:00:00,108.0313
2025-01-25 08:00:05,108.0313
2025-01-25 08:00:10,108.0313
2025-01-25 08:00:15,108.0469
2025-01-25 08:00:20,108.0469
2025-01-25 08:00:25,108.0469
2025-01-25 08:00:30,108.0469
2025-01-25 08:00:35,108.0469
2025-01-25 08:00:40,108.0469
2025-01-25 08:00:45,108.0469
2025-01-25 08:00:50,108.0469
2025-01-25 08:00:55,108.0469
2025-01-25 08:01:00,108.0469
2025-01-25 08:01:05,108.0313
2025-01-25 08:01:10,108.0313
2025-01-25 08:01:15,108.0313
2025-01-25 08:01:20,108.0313
2025-01-25 08:01:25,108.0313
2025-01-25 08:01:30,108.0313
2025-01-25 08:01:35,108.0313
2025-01-25 08:01:40,108.0156
2025-01-25 08:01:45,108.0156
2025-01-25 08:01:50,108.0313
2025-01-25 08:01:55,108.0469
2025-01-25 08:02:00,108.0469
2025-01-25 08:02:05,108.0469
2025-01-25 08:02:10,108.0469
2025-01-25 08:02:15,108.0469
2025-01-25 08:02:20,108.0469
2025-01-25 08:02:25,108.0469
2025-01-25 08:02:30,108.0469
2025-01-25 08:02:35,108.0469
2025-01-25 08:02:40,108.0469
2025-01-25 08:02:45,108.0313
2025-01-25 08:02:50,108.0313
2025-01-25 08:02:55,108.0313
2025-01-25 08:03:00,108.0313
2025-01-25 08:03:05,108.0313
2025-01-25 08:03:10,108.0313
2025-01-25 08:03:15,108.0313
2025-01-25 08:03:20,108.0156
2025-01-25 08:03:25,108.0156
2025-01-25 08:03:30,108.0156
2025-01-25 08:03:35,108.0156
2025-01-25 08:03:40,108.0156
2025-01-25 08:03:45,108.0313
2025-01-25 08:03:50,108.0313
2025-01-25 08:03:55,108.0313
2025-01-25 08:04:00,108.0156
2025-01-25 08:04:05,108.0156
2025-01-25 08:04:10,108.0156
2025-01-25 08:04:15,108.0156
2025-01-25 08:04:20,108.0156
2025-01-25 08:04:25,108.0156
2025-01-25 08:04:30,108.0156
2025-01-25 08:04:35,108.0156
2025-01-25 08:04:40,108.0
2025-01-25 08:04:45,108.0
2025-01-25 08:04:50,108.0
2025-01-25 08:04:55,108.0156
2025-01-25 08:05:00,108.0156
2025-01-25 08:05:05,108.0156
2025-01-25 08:05:10,108.0156
2025-01-25 08:05:15,108.0
2025-01-25 08:05:20,108.0
2025-01-25 08:05:25,108.0
2025-01-25 08:05:30,108.0
2025-01-25 08:05:35,108.0156
2025-01-25 08:05:40,108.0
2025-01-25 08:05:45,108.0156
2025-01-25 08:05:50,108.0
2025-01-25 08:05:55,108.0156
2025-01-25 08:06:00,108.0156
2025-01-25 08:06:05,108.0156
2025-01-25 08:06:10,108.0156
2025-01-25 08:06:15,108.0156
2025-01-25 08:06:20,108.0156
2025-01-25 08:06:25,108.0
2025-01-25 08:06:30,108.0
2025-01-25 08:06:35,108.0
2025-01-25 08:06:40,108.0
2025-01-25 08:06:45,108.0
2025-01-25 08:06:50,108.0
2025-01-25 08:06:55,108.0
2025-01-25 08:07:00,108.0
2025-01-25 08:07:05,108.0
2025-01-25 08:07:10,108.0156
2025-01-25 08:07:15,108.0
2025-01-25 08:07:20,108.0
2025-01-25 08:07:25,108.0
2025-01-25 08:07:30,108.0
2025-01-25 08:07:35,108.0
2025-01-25 08:07:40,108.0156
2025-01-25 08:07:45,108.0
2025-01-25 08:07:50,108.0
2025-01-25 08:07:55,108.0
2025-01-25 08:08:00,108.0
2025-01-25 08:08:05,108.0156
2025-01-25 08:08:10,108.0
2025-01-25 08:08:15,108.0
2025-01-25 08:08:20,108.0
2025-01-25 08:08:25,108.0156
2025-01-25 08:08:30,108.0
2025-01-25 08:08:35,108.0
2025-01-25 08:08:40,108.0
2025-01-25 08:08:45,108.0
2025-01-25 08:08:50,108.0156
2025-01-25 08:08:55,108.0313
2025-01-25 08:09:00,108.0156
2025-01-25 08:09:05,108.0156
2025-01-25 08:09:10,108.0156
2025-01-25 08:09:15,108.0156
2025-01-25 08:09:20,108.0
2025-01-25 08:09:25,108.0
2025-01-25 08:09:30,108.0
2025-01-25 08:09:35,108.0
2025-01-25 08:09:40,108.0
2025-01-25 08:09:45,108.0
2025-01-25 08:09:50,108.0
2025-01-25 08:09:55,108.0156
2025-01-25 08:10:00,108.0156
2025-01-25 08:10:05,108.0156
2025-01-25 08:10:10,108.0156
2025-01-25 08:10:15,108.0156
2025-01-25 08:10:20,108.0156
2025-01-25 08:10:25,108.0156
2025-01-25 08:10:30,108.0156
2025-01-25 08:10:35,108.0156
2025-01-25 08:10:40,108.0156
2025-01-25 08:10:45,108.0
2025-01-25 08:10:50,108.0313
2025-01-25 08:10:55,108.0313
2025-01-25 08:11:00,108.0313
2025-01-25 08:11:05,108.0313
2025-01-25 08:11:10,108.0313
2025-01-25 08:11:15,108.0313
2025-01-25 08:11:20,108.0313
2025-01-25 08:11:25,108.0313
2025-01-25 08:11:30,108.0313
2025-01-25 08:11:35,108.0313
2025-01-25 08:11:40,108.0156
2025-01-25 08:11:45,108.0156
2025-01-25 08:11:50,108.0156
2025-01-25 08:11:55,108.0156
2025-01-25 08:12:00,108.0156
2025-01-25 08:12:05,108.0156
2025-01-25 08:12:10,108.0156
2025-01-25 08:12:15,108.0156
2025-01-25 08:12:20,108.0156
2025-01-25 08:12:25,108.0156
2025-01-25 08:12:30,108.0156
2025-01-25 08:12:35,108.0156
2025-01-25 08:12:40,108.0156
2025-01-25 08:12:45,108.0156
2025-01-25 08:12:50,108.0156
2025-01-25 08:12:55,108.0156
2025-01-25 08:13:00,108.0156
2025-01-25 08:13:05,108.0313
2025-01-25 08:13:10,108.0313
2025-01-25 08:13:15,108.0156
2025-01-25 08:13:20,108.0156
2025-01-25 08:13:25,108.0156
2025-01-25 08:13:30,108.0156
2025-01-25 08:13:35,108.0313
2025-01-25 08:13:40,108.0313
2025-01-25 08:13:45,108.0313
2025-01-25 08:13:50,108.0313
2025-01-25 08:13:55,108.0313
2025-01-25 08:14:00,108.0313
2025-01-25 08:14:05,108.0313
2025-01-25 08:14:10,108.0625
2025-01-25 08:14:15,108.0469
2025-01-25 08:14:20,108.0469
2025-01-25 08:14:25,108.0469
2025-01-25 08:14:30,108.0469
2025-01-25 08:14:35,108.0469
2025-01-25 08:14:40,108.0625
2025-01-25 08:14:45,108.0625
2025-01-25 08:14:50,108.0625
2025-01-25 08:14:55,108.0469
2025-01-25 08:15:00,108.0625
2025-01-25 08:15:05,108.0625
2025-01-25 08:15:10,108.0625
2025-01-25 08:15:15,108.0625
2025-01-25 08:15:20,108.0625
2025-01-25 08:15:25,108.0625
2025-01-25 08:15:30,108.0625
2025-01-25 08:15:35,108.0625
2025-01-25 08:15:40,108.0625
2025-01-25 08:15:45,108.0625
2025-01-25 08:15:50,108.0625
2025-01-25 08:15:55,108.0625
2025-01-25 08:16:00,108.0625
2025-01-25 08:16:05,108.0625
2025-01-25 08:16:10,108.0625
2025-01-25 08:16:15,108.0625
2025-01-25 08:16:20,108.0625
2025-01-25 08:16:25,108.0625
2025-01-25 08:16:30,108.0625
2025-01-25 08:16:35,108.0625
2025-01-25 08:16:40,108.0625
2025-01-25 08:16:45,108.0469
2025-01-25 08:16:50,108.0625
2025-01-25 08:16:55,108.0625
2025-01-25 08:17:00,108.0469
2025-01-25 08:17:05,108.0469
2025-01-25 08:17:10,108.0469
2025-01-25 08:17:15,108.0469
2025-01-25 08:17:20,108.0469
2025-01-25 08:17:25,108.0469
2025-01-25 08:17:30,108.0469
2025-01-25 08:17:35,108.0469
2025-01-25 08:17:40,108.0625
2025-01-25 08:17:45,108.0625
2025-01-25 08:17:50,108.0469
2025-01-25 08:17:55,108.0469
2025-01-25 08:18:00,108.0469
2025-01-25 08:18:05,108.0625
