,entry_time,index,type,entry_price,target_price,stop_loss_price,exit_time,exit_price,profit,exit_reason
0,2025-01-25 08:35:20,2,Long,109.73,109.74123173080795,109.73,2025-01-25 08:35:30,109.73,0.0,Stop Loss Hit
1,2025-01-25 08:35:35,2,Short,109.73,109.72506482012072,109.73,2025-01-25 08:35:40,109.72,0.010000000000005116,Target Price Hit
2,2025-01-25 08:35:40,2,Short,109.73,109.72506474035058,109.73,2025-01-25 08:36:00,109.71,0.020000000000010232,Target Price Hit
3,2025-01-25 08:35:45,2,Short,109.72,109.71506482564982,109.72,2025-01-25 08:36:00,109.71,0.010000000000005116,Target Price Hit
4,2025-01-25 08:36:00,1,Short,117.27,117.26093377025316,117.27,2025-01-25 08:36:05,117.26,0.009999999999990905,Target Price Hit
5,2025-01-25 08:35:50,2,Long,109.74,109.74848658706675,109.74,2025-01-25 08:37:25,109.75,0.010000000000005116,Target Price Hit
6,2025-01-25 08:37:25,2,Long,109.74,109.75323015423571,109.74,2025-01-25 08:37:30,109.76,0.020000000000010232,Target Price Hit
7,2025-01-25 08:35:25,2,Long,109.74,109.760719569615,109.74,2025-01-25 08:37:40,109.74,0.0,Stop Loss Hit
8,2025-01-25 08:37:50,1,Short,117.28,117.27093275354552,117.28,2025-01-25 08:38:30,117.27,0.010000000000005116,Target Price Hit
9,2025-01-25 08:37:45,1,Short,117.28,117.26586526335667,117.28,2025-01-25 08:38:40,117.25,0.030000000000001137,Target Price Hit
10,2025-01-25 08:38:35,2,Short,109.73,109.72506474035058,109.73,2025-01-25 08:38:40,109.72,0.010000000000005116,Target Price Hit
11,2025-01-25 08:38:40,2,Short,109.73,109.72506474035058,109.73,2025-01-25 08:38:45,109.71,0.020000000000010232,Target Price Hit
12,2025-01-25 08:38:45,1,Short,117.25,117.2409328325219,117.25,2025-01-25 08:39:20,117.23,0.01999999999999602,Target Price Hit
13,2025-01-25 08:36:20,2,Short,109.71,109.70506491100349,109.71,2025-01-25 08:39:30,109.7,0.009999999999990905,Target Price Hit
14,2025-01-25 08:38:50,2,Short,109.71,109.70013002685758,109.71,2025-01-25 08:39:30,109.7,0.009999999999990905,Target Price Hit
15,2025-01-25 08:36:05,1,Short,117.23,117.19880766721334,117.81615,2025-01-25 08:40:00,117.24,-0.009999999999990905,End of Backtest Exit
16,2025-01-25 08:37:30,2,Long,109.75,109.76797335295026,109.20125,2025-01-25 08:40:00,109.71,-0.04000000000000625,End of Backtest Exit
17,2025-01-25 08:38:00,2,Long,109.74,109.74374292878625,109.1913,2025-01-25 08:40:00,109.71,-0.030000000000001137,End of Backtest Exit
