,entry_time,index,type,entry_price,target_price,stop_loss_price,exit_time,exit_price,profit,exit_reason
0,2025-01-25 10:10:15,1,Short,117.22,117.21093295978923,117.22,2025-01-25 10:10:25,117.21,0.010000000000005116,Target Price Hit
1,2025-01-25 10:10:20,2,Short,109.74,109.73506425596003,109.74,2025-01-25 10:10:30,109.73,0.009999999999990905,Target Price Hit
2,2025-01-25 10:10:55,2,Long,109.73,109.7384914719228,109.73,2025-01-25 10:11:00,109.74,0.009999999999990905,Target Price Hit
3,2025-01-25 10:11:00,2,Long,109.74,109.75698312188995,109.74,2025-01-25 10:11:50,109.76,0.020000000000010232,Target Price Hit
4,2025-01-25 10:11:15,2,Long,109.75,109.75849123907216,109.75,2025-01-25 10:11:50,109.76,0.010000000000005116,Target Price Hit
5,2025-01-25 10:11:55,2,Long,109.76,109.76848904634005,109.76,2025-01-25 10:13:20,109.77,0.009999999999990905,Target Price Hit
6,2025-01-25 10:14:40,1,Short,117.26,117.25093313067718,117.26,2025-01-25 10:14:50,117.25,0.010000000000005116,Target Price Hit
7,2025-01-25 10:14:45,1,Short,117.26,117.25093313067718,117.26,2025-01-25 10:14:50,117.25,0.010000000000005116,Target Price Hit
8,2025-01-25 10:10:35,1,Short,117.18,117.16293663975492,117.76589999999999,2025-01-25 10:15:00,117.23,-0.04999999999999716,End of Backtest Exit
9,2025-01-25 10:10:40,1,Short,117.18,117.1658673808787,117.76589999999999,2025-01-25 10:15:00,117.23,-0.04999999999999716,End of Backtest Exit
10,2025-01-25 10:13:25,1,Long,117.28,117.28527413775144,116.6936,2025-01-25 10:15:00,117.23,-0.04999999999999716,End of Backtest Exit
11,2025-01-25 10:14:55,2,Short,109.75,109.74506441014186,110.29874999999998,2025-01-25 10:15:00,109.75,0.0,End of Backtest Exit
12,2025-01-25 10:15:00,2,Short,109.75,109.74506441014186,110.29874999999998,2025-01-25 10:15:00,109.75,0.0,End of Backtest Exit
