,entry_time,index,type,entry_price,target_price,stop_loss_price,exit_time,exit_price,profit,exit_reason
0,2025-01-25 08:15:30,2,Long,107.4688,107.477721350778,107.4688,2025-01-25 08:16:05,107.4844,0.015599999999992065,Target Price Hit
1,2025-01-25 08:15:45,2,Long,107.4688,107.48139769725634,107.4688,2025-01-25 08:16:05,107.4844,0.015599999999992065,Target Price Hit
2,2025-01-25 08:16:10,2,Long,107.4844,107.49331147206566,107.4844,2025-01-25 08:16:30,107.5,0.015600000000006276,Target Price Hit
3,2025-01-25 08:16:35,1,Long,116.99,116.99779193248762,116.99,2025-01-25 08:17:30,117.0,0.010000000000005116,Target Price Hit
4,2025-01-25 08:17:35,2,Long,107.5156,107.524512663032,107.5156,2025-01-25 08:17:40,107.5313,0.015699999999995384,Target Price Hit
5,2025-01-25 08:17:40,1,Long,117.01,117.02562684787344,117.01,2025-01-25 08:18:30,117.03,0.01999999999999602,Target Price Hit
6,2025-01-25 08:19:05,1,Long,117.04,117.04779187165369,117.04,2025-01-25 08:20:00,117.05,0.009999999999990905,Target Price Hit
7,2025-01-25 08:15:15,2,Short,107.4531,107.4226002496753,107.9903655,2025-01-25 08:20:00,107.5625,-0.10939999999999372,End of Backtest Exit
8,2025-01-25 08:15:20,2,Short,107.4531,107.43782796713873,107.9903655,2025-01-25 08:20:00,107.5625,-0.10939999999999372,End of Backtest Exit
9,2025-01-25 08:15:40,2,Short,107.4531,107.44590275066422,107.9903655,2025-01-25 08:20:00,107.5625,-0.10939999999999372,End of Backtest Exit
