,Metric,Value,Additional Info
0,Total Trades,6.0,6 executed trades
1,Profitable Trades,3.0,50.0% of total trades
2,Losing Trades,3.0,50.0% of total trades
3,Total Profit,-0.040000000000020464,$-0.04
4,Maximum Investment,355.38,$355.38
5,Average Maximum Investment,355.38,$355.38
6,Return on Investment (ROI),-0.011255557431487552,-0.01% (based on avg max investment)
7,Average Profit per Trade,-0.0066666666666700776,$-0.01
8,Average Winning Trade,0.009999999999995643,$0.01
9,Average Losing Trade,-0.023333333333335798,$-0.02
10,Profit Factor,0.42857142857119657,0.43x return ratio
11,Stop Loss Hit Rate,33.33333333333333,33.3% of total trades
