,Metric,Value,Additional Info
0,Total Trades,7.0,7 executed trades
1,Profitable Trades,1.0,14.3% of total trades
2,Losing Trades,6.0,85.7% of total trades
3,Total Profit,-0.040000000000020464,$-0.04
4,Maximum Investment,710.64,$710.64
5,Average Maximum Investment,710.64,$710.64
6,Return on Investment (ROI),-0.005628729032987232,-0.01% (based on avg max investment)
7,Average Profit per Trade,-0.005714285714288637,$-0.01
8,Average Winning Trade,0.010000000000005116,$0.01
9,Average Losing Trade,-0.008333333333337597,$-0.01
10,Profit Factor,0.2,0.20x return ratio
11,Stop Loss Hit Rate,0.0,0.0% of total trades
