,Metric,Value,Additional Info
0,Total Trades,4.0,4 executed trades
1,Profitable Trades,3.0,75.0% of total trades
2,Losing Trades,1.0,25.0% of total trades
3,Total Profit,0.020000000000010232,$0.02
4,Maximum Investment,235.06,$235.06
5,Average Maximum Investment,235.06,$235.06
6,Return on Investment (ROI),0.00850846592359833,0.01% (based on avg max investment)
7,Average Profit per Trade,0.005000000000002558,$0.01
8,Average Winning Trade,0.010000000000000378,$0.01
9,Average Losing Trade,-0.009999999999990905,$-0.01
10,Profit Factor,3.000000000002842,3.00x return ratio
11,Stop Loss Hit Rate,0.0,0.0% of total trades
