,entry_time,index,type,entry_price,target_price,stop_loss_price,exit_time,exit_price,profit,exit_reason
0,2025-01-25 14:31:15,1,Short,117.38,117.3709326202598,117.38,2025-01-25 14:31:20,117.37,0.009999999999990905,Target Price Hit
1,2025-01-25 14:31:10,2,Short,109.82,109.81506500947299,109.82,2025-01-25 14:32:00,109.81,0.009999999999990905,Target Price Hit
2,2025-01-25 14:31:55,1,Short,117.38,117.3709326202598,117.38,2025-01-25 14:32:00,117.37,0.009999999999990905,Target Price Hit
3,2025-01-25 14:32:05,2,Short,109.81,109.80506485562786,109.81,2025-01-25 14:32:10,109.8,0.010000000000005116,Target Price Hit
4,2025-01-25 14:31:45,1,Long,117.4,117.40427617333036,117.4,2025-01-25 14:33:55,117.44,0.03999999999999204,Target Price Hit
5,2025-01-25 14:32:25,2,Long,109.81,109.82222842636705,109.81,2025-01-25 14:33:55,109.85,0.03999999999999204,Target Price Hit
6,2025-01-25 14:34:00,1,Long,117.44,117.46111310131934,117.44,2025-01-25 14:34:05,117.47,0.030000000000001137,Target Price Hit
7,2025-01-25 14:34:05,1,Long,117.45,117.47639172525739,117.45,2025-01-25 14:34:15,117.45,0.0,Stop Loss Hit
8,2025-01-25 14:32:10,1,Short,117.34,117.32186738164035,117.9267,2025-01-25 14:35:00,117.47,-0.12999999999999545,End of Backtest Exit
9,2025-01-25 14:32:40,2,Short,109.81,109.80506485562786,110.35905,2025-01-25 14:35:00,109.86,-0.04999999999999716,End of Backtest Exit
10,2025-01-25 14:34:45,1,Long,117.47,117.47527755441166,116.88265,2025-01-25 14:35:00,117.47,0.0,End of Backtest Exit
