,Metric,Value,Additional Info
0,Total Trades,23.0,23 executed trades
1,Profitable Trades,18.0,78.3% of total trades
2,Losing Trades,5.0,21.7% of total trades
3,Total Profit,0.01000000000006196,$0.01
4,Maximum Investment,659.28,$659.28
5,Average Maximum Investment,659.28,$659.28
6,Return on Investment (ROI),0.0015168062128476459,0.00% (based on avg max investment)
7,Average Profit per Trade,0.00043478260869834605,$0.00
8,Average Winning Trade,0.028333333333336777,$0.03
9,Average Losing Trade,-0.1,$-0.10
10,Profit Factor,1.020000000000124,1.02x return ratio
11,Stop Loss Hit Rate,4.3478260869565215,4.3% of total trades
