,Metric,Value,Additional Info
0,Total Trades,4.0,4 executed trades
1,Profitable Trades,1.0,25.0% of total trades
2,Losing Trades,3.0,75.0% of total trades
3,Total Profit,0.0,$0.00
4,Maximum Investment,353.96999999999997,$353.97
5,Average Maximum Investment,353.96999999999997,$353.97
6,Return on Investment (ROI),0.0,0.00% (based on avg max investment)
7,Average Profit per Trade,0.0,$0.00
8,Average Winning Trade,0.010000000000005116,$0.01
9,Average Losing Trade,-0.0033333333333350388,$-0.00
10,Profit Factor,1.0,1.00x return ratio
11,Stop Loss Hit Rate,0.0,0.0% of total trades
