,Metric,Value,Additional Info
0,Total Trades,8.0,8 executed trades
1,Profitable Trades,4.0,50.0% of total trades
2,Losing Trades,4.0,50.0% of total trades
3,Total Profit,-0.01999999999998181,$-0.02
4,Maximum Investment,471.76,$471.76
5,Average Maximum Investment,471.76,$471.76
6,Return on Investment (ROI),-0.0042394437849715555,-0.00% (based on avg max investment)
7,Average Profit per Trade,-0.0024999999999977263,$-0.00
8,Average Winning Trade,0.00999999999999801,$0.01
9,Average Losing Trade,-0.014999999999993463,$-0.01
10,Profit Factor,0.6666666666668246,0.67x return ratio
11,Stop Loss Hit Rate,0.0,0.0% of total trades
