,Metric,Value,Additional Info
0,Total Trades,5.0,5 executed trades
1,Profitable Trades,2.0,40.0% of total trades
2,Losing Trades,3.0,60.0% of total trades
3,Total Profit,-0.020000000000024443,$-0.02
4,Maximum Investment,330.27,$330.27
5,Average Maximum Investment,330.27,$330.27
6,Return on Investment (ROI),-0.0060556514367107045,-0.01% (based on avg max investment)
7,Average Profit per Trade,-0.0040000000000048885,$-0.00
8,Average Winning Trade,0.00999999999999801,$0.01
9,Average Losing Trade,-0.013333333333340155,$-0.01
10,Profit Factor,0.49999999999964473,0.50x return ratio
11,Stop Loss Hit Rate,0.0,0.0% of total trades
