,entry_time,index,type,entry_price,target_price,stop_loss_price,exit_time,exit_price,profit,exit_reason
0,2025-01-25 13:05:15,1,Long,5207.75,5208.0688755033825,5207.75,2025-01-25 13:05:25,5208.5,0.75,Target Price Hit
1,2025-01-25 13:05:55,2,Short,2323.7,2323.5177117059757,2323.7,2025-01-25 13:06:15,2323.7,0.0,Stop Loss Hit
2,2025-01-25 13:06:00,2,Short,2323.6,2323.468856984049,2323.6,2025-01-25 13:06:35,2323.4,0.1999999999998181,Target Price Hit
3,2025-01-25 13:06:20,2,Long,2323.7,2323.7992533591164,2323.7,2025-01-25 13:07:25,2323.8,0.1000000000003638,Target Price Hit
4,2025-01-25 13:07:10,1,Long,5207.0,5207.089657005547,5207.0,2025-01-25 13:07:25,5207.25,0.25,Target Price Hit
5,2025-01-25 13:07:25,1,Long,5207.0,5207.179297890418,5207.0,2025-01-25 13:07:30,5207.25,0.25,Target Price Hit
6,2025-01-25 13:08:00,2,Long,2324.1,2324.100002573383,2324.1,2025-01-25 13:08:05,2324.5,0.40000000000009095,Target Price Hit
7,2025-01-25 13:07:30,1,Long,5207.25,5207.748243696178,5207.25,2025-01-25 13:08:15,5208.0,0.75,Target Price Hit
8,2025-01-25 13:08:10,1,Long,5207.5,5207.933503602923,5207.5,2025-01-25 13:08:15,5208.0,0.5,Target Price Hit
9,2025-01-25 13:09:05,1,Short,5207.75,5207.627601057567,5207.75,2025-01-25 13:09:10,5207.5,0.25,Target Price Hit
10,2025-01-25 13:09:10,1,Short,5207.5,5207.277611733912,5207.5,2025-01-25 13:09:15,5207.25,0.25,Target Price Hit
11,2025-01-25 13:08:40,2,Short,2324.1,2323.9688590938586,2324.1,2025-01-25 13:09:20,2323.9,0.1999999999998181,Target Price Hit
12,2025-01-25 13:09:15,2,Short,2324.2,2324.1088494738665,2324.2,2025-01-25 13:09:20,2323.9,0.29999999999972715,Target Price Hit
13,2025-01-25 13:09:20,2,Short,2324.1,2323.9688545810727,2324.1,2025-01-25 13:09:30,2323.9,0.1999999999998181,Target Price Hit
14,2025-01-25 13:09:30,1,Short,5207.0,5206.877602357584,5207.0,2025-01-25 13:09:35,5206.75,0.25,Target Price Hit
15,2025-01-25 13:09:40,1,Short,5206.75,5206.627600541332,5206.75,2025-01-25 13:09:45,5206.5,0.25,Target Price Hit
16,2025-01-25 13:09:25,2,Short,2323.9,2323.7688555424115,2323.9,2025-01-25 13:10:00,2323.7,0.20000000000027285,Target Price Hit
17,2025-01-25 13:05:25,2,Long,2324.5,2324.544637120113,2312.8775,2025-01-25 13:10:00,2323.7,-0.8000000000001819,End of Backtest Exit
18,2025-01-25 13:05:35,2,Long,2324.5,2324.500010290259,2312.8775,2025-01-25 13:10:00,2323.7,-0.8000000000001819,End of Backtest Exit
19,2025-01-25 13:06:55,2,Short,2323.0,2322.817721570839,2334.615,2025-01-25 13:10:00,2323.7,-0.6999999999998181,End of Backtest Exit
20,2025-01-25 13:08:55,2,Long,2324.5,2324.5546401150673,2312.8775,2025-01-25 13:10:00,2323.7,-0.8000000000001819,End of Backtest Exit
21,2025-01-25 13:10:00,2,Short,2323.9,2323.8088482365415,2335.5195,2025-01-25 13:10:00,2323.7,0.20000000000027285,End of Backtest Exit
