,Metric,Value,Additional Info
0,Total Trades,7.0,7 executed trades
1,Profitable Trades,4.0,57.1% of total trades
2,Losing Trades,3.0,42.9% of total trades
3,Total Profit,0.020000000000024443,$0.02
4,Maximum Investment,552.65,$552.65
5,Average Maximum Investment,552.65,$552.65
6,Return on Investment (ROI),0.0036189269881524372,0.00% (based on avg max investment)
7,Average Profit per Trade,0.002857142857146349,$0.00
8,Average Winning Trade,0.010000000000005116,$0.01
9,Average Losing Trade,-0.00666666666666534,$-0.01
10,Profit Factor,2.000000000001421,2.00x return ratio
11,Stop Loss Hit Rate,0.0,0.0% of total trades
