,entry_time,index,type,entry_price,target_price,stop_loss_price,exit_time,exit_price,profit,exit_reason
0,2025-01-25 08:21:00,1,Long,117.58,117.5852768878201,117.58,2025-01-25 08:21:05,117.59,0.010000000000005116,Target Price Hit
1,2025-01-25 08:22:10,2,Short,109.98,109.97506508005688,109.98,2025-01-25 08:22:20,109.97,0.010000000000005116,Target Price Hit
2,2025-01-25 08:22:15,2,Short,109.98,109.97506508005688,109.98,2025-01-25 08:22:20,109.97,0.010000000000005116,Target Price Hit
3,2025-01-25 08:22:25,1,Short,117.56,117.55093243915354,117.56,2025-01-25 08:22:30,117.55,0.010000000000005116,Target Price Hit
4,2025-01-25 08:20:55,2,Short,109.97,109.96506508559396,109.97,2025-01-25 08:23:10,109.96,0.010000000000005116,Target Price Hit
5,2025-01-25 08:23:20,2,Long,109.97,109.9737421581476,109.97,2025-01-25 08:23:25,109.98,0.010000000000005116,Target Price Hit
6,2025-01-25 08:23:30,1,Long,117.57,117.57527652409178,117.57,2025-01-25 08:23:35,117.58,0.010000000000005116,Target Price Hit
7,2025-01-25 08:24:20,1,Short,117.56,117.55093243915354,117.56,2025-01-25 08:24:35,117.55,0.010000000000005116,Target Price Hit
8,2025-01-25 08:21:15,2,Long,109.99,109.99848335836272,109.44005,2025-01-25 08:25:00,109.97,-0.01999999999999602,End of Backtest Exit
9,2025-01-25 08:22:30,1,Short,117.55,117.53693355071876,118.13774999999998,2025-01-25 08:25:00,117.56,-0.010000000000005116,End of Backtest Exit
10,2025-01-25 08:23:15,2,Short,109.96,109.95506501157496,110.50979999999998,2025-01-25 08:25:00,109.97,-0.010000000000005116,End of Backtest Exit
