,Metric,Value,Additional Info
0,Total Trades,10.0,10 executed trades
1,Profitable Trades,9.0,90.0% of total trades
2,Losing Trades,1.0,10.0% of total trades
3,Total Profit,0.11000000000004206,$0.11
4,Maximum Investment,769.02,$769.02
5,Average Maximum Investment,769.02,$769.02
6,Return on Investment (ROI),0.014303919273886514,0.01% (based on avg max investment)
7,Average Profit per Trade,0.011000000000004206,$0.01
8,Average Winning Trade,0.013333333333336996,$0.01
9,Average Losing Trade,-0.009999999999990905,$-0.01
10,Profit Factor,12.00000000001421,12.00x return ratio
11,Stop Loss Hit Rate,0.0,0.0% of total trades
