,entry_time,index,type,entry_price,target_price,stop_loss_price,exit_time,exit_price,profit,exit_reason
0,2025-01-25 08:35:30,2,Short,107.6094,107.60211187542336,107.6094,2025-01-25 08:35:35,107.5938,0.015599999999992065,Target Price Hit
1,2025-01-25 08:35:35,1,Short,5127.5,5127.025745269936,5127.5,2025-01-25 08:35:55,5126.5,1.0,Target Price Hit
2,2025-01-25 08:36:00,2,Short,107.5938,107.57922537815055,107.5938,2025-01-25 08:36:10,107.5781,0.015699999999995384,Target Price Hit
3,2025-01-25 08:36:05,2,Short,107.5938,107.57870078624416,107.5938,2025-01-25 08:36:10,107.5781,0.015699999999995384,Target Price Hit
4,2025-01-25 08:36:40,2,Long,107.5938,107.60376584852217,107.5938,2025-01-25 08:37:20,107.625,0.03119999999999834,Target Price Hit
5,2025-01-25 08:35:55,1,Long,5127.75,5128.369778241386,5127.75,2025-01-25 08:37:30,5128.5,0.75,Target Price Hit
6,2025-01-25 08:36:45,1,Long,5127.75,5128.049339745997,5127.75,2025-01-25 08:37:30,5128.5,0.75,Target Price Hit
7,2025-01-25 08:37:25,1,Long,5127.5,5128.519109755346,5127.5,2025-01-25 08:37:35,5128.75,1.25,Target Price Hit
8,2025-01-25 08:38:20,1,Short,5127.0,5126.625719425147,5127.0,2025-01-25 08:38:25,5126.5,0.5,Target Price Hit
9,2025-01-25 08:38:00,2,Short,107.6094,107.60211190100569,107.6094,2025-01-25 08:38:35,107.5938,0.015599999999992065,Target Price Hit
10,2025-01-25 08:37:15,2,Short,107.5781,107.5707719368804,107.5781,2025-01-25 08:38:40,107.5625,0.015600000000006276,Target Price Hit
11,2025-01-25 08:38:40,2,Short,107.5938,107.58703621036915,107.5938,2025-01-25 08:38:45,107.5781,0.015699999999995384,Target Price Hit
12,2025-01-25 08:39:05,2,Short,107.5781,107.5712962475274,107.5781,2025-01-25 08:39:20,107.5625,0.015600000000006276,Target Price Hit
13,2025-01-25 08:37:10,1,Short,5125.75,5124.975385883094,5125.75,2025-01-25 08:39:25,5125.75,0.0,Stop Loss Hit
14,2025-01-25 08:38:45,2,Short,107.5625,107.54217268583878,107.5625,2025-01-25 08:39:35,107.5625,0.0,Stop Loss Hit
15,2025-01-25 08:39:25,1,Short,5125.25,5124.875722168542,5125.25,2025-01-25 08:39:35,5125.25,0.0,Stop Loss Hit
16,2025-01-25 08:35:20,2,Long,107.625,107.64911220133986,107.086875,2025-01-25 08:40:00,107.5625,-0.0625,End of Backtest Exit
17,2025-01-25 08:39:30,2,Short,107.5469,107.5338983515657,108.08463449999998,2025-01-25 08:40:00,107.5625,-0.015600000000006276,End of Backtest Exit
18,2025-01-25 08:39:35,2,Short,107.5469,107.54013646508203,108.08463449999998,2025-01-25 08:40:00,107.5625,-0.015600000000006276,End of Backtest Exit
