,Metric,Value,Additional Info
0,Total Trades,8.0,8 executed trades
1,Profitable Trades,5.0,62.5% of total trades
2,Losing Trades,3.0,37.5% of total trades
3,Total Profit,0.020000000000024443,$0.02
4,Maximum Investment,438.92,$438.92
5,Average Maximum Investment,438.92,$438.92
6,Return on Investment (ROI),0.004556639023062163,0.00% (based on avg max investment)
7,Average Profit per Trade,0.0025000000000030553,$0.00
8,Average Winning Trade,0.010000000000005116,$0.01
9,Average Losing Trade,-0.010000000000000378,$-0.01
10,Profit Factor,1.666666666667456,1.67x return ratio
11,Stop Loss Hit Rate,0.0,0.0% of total trades
