,entry_time,index,type,entry_price,target_price,stop_loss_price,exit_time,exit_price,profit,exit_reason
0,2025-01-25 14:10:55,2,Short,107.75,107.74284302272477,107.75,2025-01-25 14:11:00,107.7344,0.015600000000006276,Target Price Hit
1,2025-01-25 14:11:00,1,Short,117.37,117.36030199028951,117.37,2025-01-25 14:11:20,117.36,0.010000000000005116,Target Price Hit
2,2025-01-25 14:11:10,1,Long,117.37,117.37000106943341,117.37,2025-01-25 14:11:25,117.38,0.009999999999990905,Target Price Hit
3,2025-01-25 14:11:05,1,Short,117.36,117.35030188917105,117.36,2025-01-25 14:11:40,117.35,0.010000000000005116,Target Price Hit
4,2025-01-25 14:11:25,2,Short,107.75,107.74284286631674,107.75,2025-01-25 14:11:40,107.7344,0.015600000000006276,Target Price Hit
5,2025-01-25 14:11:40,1,Short,117.36,117.35030247587974,117.36,2025-01-25 14:11:45,117.34,0.01999999999999602,Target Price Hit
6,2025-01-25 14:11:50,1,Short,117.34,117.33030217890445,117.34,2025-01-25 14:13:35,117.33,0.010000000000005116,Target Price Hit
7,2025-01-25 14:11:45,2,Short,107.7344,107.72724292114783,107.7344,2025-01-25 14:13:40,107.7188,0.015599999999992065,Target Price Hit
8,2025-01-25 14:13:10,2,Short,107.75,107.74284278809272,107.75,2025-01-25 14:13:40,107.7188,0.03119999999999834,Target Price Hit
9,2025-01-25 14:14:10,1,Long,117.33,117.33779684866172,117.33,2025-01-25 14:14:15,117.34,0.010000000000005116,Target Price Hit
10,2025-01-25 14:10:15,2,Long,107.7656,107.78341170881666,107.22677200000001,2025-01-25 14:15:00,107.75,-0.015600000000006276,End of Backtest Exit
11,2025-01-25 14:11:30,1,Long,117.38,117.38779794658225,116.7931,2025-01-25 14:15:00,117.34,-0.03999999999999204,End of Backtest Exit
12,2025-01-25 14:13:45,2,Short,107.7188,107.69733238440914,108.25739399999999,2025-01-25 14:15:00,107.75,-0.03119999999999834,End of Backtest Exit
13,2025-01-25 14:13:50,2,Short,107.7188,107.7054055296619,108.25739399999999,2025-01-25 14:15:00,107.75,-0.03119999999999834,End of Backtest Exit
