,entry_time,index,type,entry_price,target_price,stop_loss_price,exit_time,exit_price,profit,exit_reason
0,2025-01-25 13:25:40,1,Long,5049.75,5050.0120800960685,5049.75,2025-01-25 13:25:45,5050.25,0.5,Target Price Hit
1,2025-01-25 13:26:00,1,Short,5049.5,5049.156364701015,5049.5,2025-01-25 13:26:20,5049.5,0.0,Stop Loss Hit
2,2025-01-25 13:26:40,1,Short,5049.0,5048.87817804478,5049.0,2025-01-25 13:26:45,5048.75,0.25,Target Price Hit
3,2025-01-25 13:26:25,1,Long,5049.5,5049.787018015461,5049.5,2025-01-25 13:27:05,5050.0,0.5,Target Price Hit
4,2025-01-25 13:26:55,2,Long,2313.2,2313.2458199824573,2313.2,2025-01-25 13:27:20,2313.3,0.1000000000003638,Target Price Hit
5,2025-01-25 13:28:05,2,Short,2312.8,2312.668565491744,2312.8,2025-01-25 13:28:10,2312.1,0.7000000000002728,Target Price Hit
6,2025-01-25 13:25:20,2,Short,2311.9,2311.8085624371697,2311.9,2025-01-25 13:28:55,2311.8,0.09999999999990905,Target Price Hit
7,2025-01-25 13:25:55,2,Short,2312.0,2311.805687553769,2312.0,2025-01-25 13:28:55,2311.8,0.1999999999998181,Target Price Hit
8,2025-01-25 13:28:55,2,Short,2311.9,2311.8085641365087,2311.9,2025-01-25 13:29:00,2311.4,0.5,Target Price Hit
9,2025-01-25 13:29:15,2,Short,2311.1,2310.9685749883274,2311.1,2025-01-25 13:29:20,2310.9,0.1999999999998181,Target Price Hit
10,2025-01-25 13:29:20,2,Short,2311.0,2310.908569127482,2311.0,2025-01-25 13:29:25,2310.7,0.3000000000001819,Target Price Hit
11,2025-01-25 13:29:30,1,Short,5050.5,5050.1344999181465,5075.7525,2025-01-25 13:30:00,5051.0,-0.5,End of Backtest Exit
12,2025-01-25 13:29:35,1,Short,5050.5,5050.056368941638,5075.7525,2025-01-25 13:30:00,5051.0,-0.5,End of Backtest Exit
13,2025-01-25 13:29:50,1,Long,5051.0,5051.399750542408,5025.745,2025-01-25 13:30:00,5051.0,0.0,End of Backtest Exit
14,2025-01-25 13:30:00,2,Short,2310.7,2310.528585656143,2322.2534999999993,2025-01-25 13:30:00,2310.9,-0.20000000000027285,End of Backtest Exit
