,entry_time,index,type,entry_price,target_price,stop_loss_price,exit_time,exit_price,profit,exit_reason
0,2025-01-25 10:25:35,1,Long,5208.25,5208.429244239582,5208.25,2025-01-25 10:25:50,5208.5,0.25,Target Price Hit
1,2025-01-25 10:26:20,2,Long,2324.1,2324.1446238642675,2324.1,2025-01-25 10:26:25,2324.3,0.20000000000027285,Target Price Hit
2,2025-01-25 10:26:05,2,Short,2324.0,2323.908850320096,2324.0,2025-01-25 10:26:40,2323.9,0.09999999999990905,Target Price Hit
3,2025-01-25 10:25:50,2,Short,2324.0,2323.788877853491,2324.0,2025-01-25 10:26:45,2324.1,-0.09999999999990905,Stop Loss Hit
4,2025-01-25 10:28:55,2,Long,2323.2,2323.244591601285,2323.2,2025-01-25 10:29:00,2323.5,0.3000000000001819,Target Price Hit
5,2025-01-25 10:29:25,1,Long,5209.75,5209.929388721809,5209.75,2025-01-25 10:29:30,5210.25,0.5,Target Price Hit
6,2025-01-25 10:29:30,1,Long,5210.0,5210.588145668475,5210.0,2025-01-25 10:29:40,5210.0,0.0,Stop Loss Hit
7,2025-01-25 10:29:50,2,Short,2323.4,2323.3088586684107,2323.4,2025-01-25 10:30:00,2323.3,0.09999999999990905,Target Price Hit
8,2025-01-25 10:28:50,2,Short,2323.1,2323.008858387155,2334.7155,2025-01-25 10:30:00,2323.3,-0.20000000000027285,End of Backtest Exit
9,2025-01-25 10:29:10,1,Long,5210.25,5210.902941425305,5184.19875,2025-01-25 10:30:00,5208.75,-1.5,End of Backtest Exit
10,2025-01-25 10:29:20,2,Short,2323.4,2323.2065766550572,2323.4,2025-01-25 10:30:00,2323.3,0.09999999999990905,End of Backtest Exit
11,2025-01-25 10:29:45,2,Short,2323.4,2323.228872438959,2323.4,2025-01-25 10:30:00,2323.3,0.09999999999990905,End of Backtest Exit
