,entry_time,index,type,entry_price,target_price,stop_loss_price,exit_time,exit_price,profit,exit_reason
0,2025-01-25 08:26:15,2,Short,2372.8,2372.6574470138803,2372.8,2025-01-25 08:26:20,2372.6,0.20000000000027285,Target Price Hit
1,2025-01-25 08:25:20,2,Long,2373.8,2373.8551554526703,2373.8,2025-01-25 08:27:00,2374.2,0.3999999999996362,Target Price Hit
2,2025-01-25 08:27:40,2,Short,2373.5,2373.248759235112,2373.5,2025-01-25 08:27:45,2373.0,0.5,Target Price Hit
3,2025-01-25 08:26:20,2,Short,2372.8,2372.7087254228936,2372.8,2025-01-25 08:27:55,2372.7,0.1000000000003638,Target Price Hit
4,2025-01-25 08:27:45,2,Short,2372.9,2372.528822761909,2372.9,2025-01-25 08:28:00,2372.4,0.5,Target Price Hit
5,2025-01-25 08:27:55,1,Long,5257.5,5257.702248918533,5257.5,2025-01-25 08:28:25,5257.75,0.25,Target Price Hit
6,2025-01-25 08:28:35,2,Long,2372.8,2372.9102642377393,2372.8,2025-01-25 08:28:55,2373.1,0.29999999999972715,Target Price Hit
7,2025-01-25 08:27:10,1,Long,5257.5,5258.145343934786,5257.5,2025-01-25 08:30:00,5257.25,-0.25,Stop Loss Hit
8,2025-01-25 08:25:15,1,Short,5257.0,5256.877858828975,5283.285,2025-01-25 08:30:00,5257.25,-0.25,End of Backtest Exit
9,2025-01-25 08:29:10,1,Long,5258.0,5258.5317277261875,5231.71,2025-01-25 08:30:00,5257.25,-0.75,End of Backtest Exit
