,entry_time,index,type,entry_price,target_price,stop_loss_price,exit_time,exit_price,profit,exit_reason
0,2025-01-25 15:20:30,1,Long,2326.6,2326.7455044469043,2326.6,2025-01-25 15:20:35,2327.8,1.2000000000002728,Target Price Hit
1,2025-01-25 15:20:25,2,Long,107.8438,107.86763387664077,107.8438,2025-01-25 15:20:55,107.8438,0.0,Stop Loss Hit
2,2025-01-25 15:20:55,2,Long,107.8594,107.87022848774347,107.8594,2025-01-25 15:21:35,107.875,0.015600000000006276,Target Price Hit
3,2025-01-25 15:21:25,2,Long,107.8594,107.87023008084427,107.8594,2025-01-25 15:21:35,107.875,0.015600000000006276,Target Price Hit
4,2025-01-25 15:21:45,1,Long,2327.8,2327.9646785962514,2327.8,2025-01-25 15:22:10,2328.0,0.1999999999998181,Target Price Hit
5,2025-01-25 15:21:15,1,Short,2327.1,2326.786426715949,2327.1,2025-01-25 15:22:25,2326.4,0.6999999999998181,Target Price Hit
6,2025-01-25 15:21:20,1,Short,2327.1,2326.786426715949,2327.1,2025-01-25 15:22:25,2326.4,0.6999999999998181,Target Price Hit
7,2025-01-25 15:22:20,2,Short,107.875,107.86829784019244,107.875,2025-01-25 15:22:25,107.8594,0.015600000000006276,Target Price Hit
8,2025-01-25 15:22:25,1,Short,2327.3,2326.986416369376,2327.3,2025-01-25 15:22:30,2326.8,0.5,Target Price Hit
9,2025-01-25 15:23:10,1,Long,2327.9,2328.0546779358065,2327.9,2025-01-25 15:23:15,2329.1,1.199999999999818,Target Price Hit
10,2025-01-25 15:22:45,2,Long,107.875,107.88583213873034,107.875,2025-01-25 15:23:40,107.8906,0.015600000000006276,Target Price Hit
11,2025-01-25 15:23:45,1,Long,2330.4,2330.564806932873,2330.4,2025-01-25 15:24:00,2330.7,0.29999999999972715,Target Price Hit
12,2025-01-25 15:23:25,2,Long,107.875,107.89538324082572,107.875,2025-01-25 15:24:15,107.9063,0.03130000000000166,Target Price Hit
13,2025-01-25 15:24:20,2,Long,107.9063,107.91898360957265,107.9063,2025-01-25 15:24:30,107.9375,0.03119999999999834,Target Price Hit
14,2025-01-25 15:24:25,1,Long,2331.1,2331.2556883097172,2331.1,2025-01-25 15:24:30,2331.9,0.8000000000001819,Target Price Hit
15,2025-01-25 15:20:15,1,Short,2325.2,2324.4066188292645,2336.8259999999996,2025-01-25 15:25:00,2332.1,-6.900000000000091,End of Backtest Exit
16,2025-01-25 15:22:30,1,Short,2326.4,2325.9265345322997,2338.0319999999997,2025-01-25 15:25:00,2332.1,-5.699999999999818,End of Backtest Exit
17,2025-01-25 15:24:35,2,Long,107.9375,107.95543698792733,107.3978125,2025-01-25 15:25:00,107.9375,0.0,End of Backtest Exit
18,2025-01-25 15:25:00,2,Long,107.9375,107.9464666004708,107.3978125,2025-01-25 15:25:00,107.9375,0.0,End of Backtest Exit
