,entry_time,index,type,entry_price,target_price,stop_loss_price,exit_time,exit_price,profit,exit_reason
0,2025-01-25 09:11:10,1,Long,117.98,117.98528675930633,117.98,2025-01-25 09:11:25,117.99,0.009999999999990905,Target Price Hit
1,2025-01-25 09:11:30,1,Long,117.99,117.99528673326148,117.99,2025-01-25 09:11:35,118.0,0.010000000000005116,Target Price Hit
2,2025-01-25 09:12:00,1,Long,118.04,118.05586481983813,118.04,2025-01-25 09:12:05,118.06,0.01999999999999602,Target Price Hit
3,2025-01-25 09:12:05,1,Long,118.05,118.06486557066715,118.05,2025-01-25 09:12:10,118.07,0.01999999999999602,Target Price Hit
4,2025-01-25 09:12:15,2,Long,110.15,110.15846440828608,110.15,2025-01-25 09:12:35,110.16,0.009999999999990905,Target Price Hit
5,2025-01-25 09:12:40,2,Long,110.16,110.17592723611247,110.16,2025-01-25 09:13:00,110.16,0.0,Stop Loss Hit
6,2025-01-25 09:14:10,1,Long,118.13,118.13528948190003,118.13,2025-01-25 09:14:15,118.15,0.020000000000010232,Target Price Hit
7,2025-01-25 09:14:15,2,Long,110.18,110.19319300330751,110.18,2025-01-25 09:14:20,110.2,0.01999999999999602,Target Price Hit
8,2025-01-25 09:13:05,2,Short,110.16,110.15506767320986,110.71079999999999,2025-01-25 09:15:00,110.18,-0.020000000000010232,End of Backtest Exit
9,2025-01-25 09:13:10,2,Short,110.16,110.15506767320986,110.71079999999999,2025-01-25 09:15:00,110.18,-0.020000000000010232,End of Backtest Exit
10,2025-01-25 09:14:25,1,Long,118.17,118.18058048013917,117.57915,2025-01-25 09:15:00,118.13,-0.04000000000000625,End of Backtest Exit
11,2025-01-25 09:14:45,1,Short,118.14,118.12693022141721,118.14,2025-01-25 09:15:00,118.13,0.010000000000005116,End of Backtest Exit
12,2025-01-25 09:14:50,1,Short,118.13,118.12092895833123,118.72064999999998,2025-01-25 09:15:00,118.13,0.0,End of Backtest Exit
