,entry_time,index,type,entry_price,target_price,stop_loss_price,exit_time,exit_price,profit,exit_reason
0,2025-01-25 10:42:00,2,Long,109.88,109.88849180279571,109.88,2025-01-25 10:42:15,109.89,0.010000000000005116,Target Price Hit
1,2025-01-25 10:42:35,2,Short,109.88,109.87506417928536,109.88,2025-01-25 10:43:40,109.87,0.009999999999990905,Target Price Hit
2,2025-01-25 10:42:40,2,Short,109.88,109.87506409951501,109.88,2025-01-25 10:43:40,109.87,0.009999999999990905,Target Price Hit
3,2025-01-25 10:43:35,2,Short,109.88,109.87506401973108,109.88,2025-01-25 10:43:40,109.87,0.009999999999990905,Target Price Hit
4,2025-01-25 10:43:40,2,Short,109.88,109.87506401973108,109.88,2025-01-25 10:43:45,109.87,0.009999999999990905,Target Price Hit
5,2025-01-25 10:40:35,2,Short,109.87,109.86506394538524,109.87,2025-01-25 10:44:55,109.86,0.010000000000005116,Target Price Hit
6,2025-01-25 10:40:40,2,Short,109.87,109.86506394538524,109.87,2025-01-25 10:44:55,109.86,0.010000000000005116,Target Price Hit
7,2025-01-25 10:43:45,2,Short,109.87,109.86506402518911,109.87,2025-01-25 10:44:55,109.86,0.010000000000005116,Target Price Hit
8,2025-01-25 10:43:50,2,Short,109.87,109.86506402518911,109.87,2025-01-25 10:44:55,109.86,0.010000000000005116,Target Price Hit
9,2025-01-25 10:42:20,2,Long,109.89,109.89849056944398,109.34055,2025-01-25 10:45:00,109.86,-0.030000000000001137,End of Backtest Exit
10,2025-01-25 10:43:00,2,Long,109.89,109.89849152688396,109.34055,2025-01-25 10:45:00,109.86,-0.030000000000001137,End of Backtest Exit
