,Metric,Value,Additional Info
0,Total Trades,12.0,12 executed trades
1,Profitable Trades,9.0,75.0% of total trades
2,Losing Trades,3.0,25.0% of total trades
3,Total Profit,0.11959999999996285,$0.12
4,Maximum Investment,821.1,$821.10
5,Average Maximum Investment,821.1,$821.10
6,Return on Investment (ROI),0.014565826330527687,0.01% (based on avg max investment)
7,Average Profit per Trade,0.00996666666666357,$0.01
8,Average Winning Trade,0.01439999999999644,$0.01
9,Average Losing Trade,-0.0033333333333350388,$-0.00
10,Profit Factor,12.959999999990167,12.96x return ratio
11,Stop Loss Hit Rate,0.0,0.0% of total trades
